player_id,player_object_id,player_name,dob,dod,gender,batting_style,bowling_style,country_id,image_url,image_metadata
109868,1274033,Louis Bruce,2005-06-25,,M,right-hand bat,right-arm medium,18.0,,
2122,53234,Stuart Williams,1969-08-12,,M,right-hand bat,right-arm medium,4.0,,
66691,536936,Litton Das,1994-10-13,,M,right-hand bat,right-arm offbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302900/302995.jpg","{'id': 302995, 'url': '/db/PICTURES/CMS/302900/302995.jpg', 'slug': 'liton-das-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Liton Das portrait', 'objectId': 1221378, 'peerUrls': None, 'longCaption': 'Liton Das portrait, April 2020', 'photographer': None}"
47721,56153,Shahriar Nafees,1985-05-01,,M,left-hand bat,,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303100/303156.jpg","{'id': 303156, 'url': '/db/PICTURES/CMS/303100/303156.jpg', 'slug': 'shahriyar-nafees-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Shahriyar Nafees portrait', 'objectId': 1221589, 'peerUrls': None, 'longCaption': 'Shahriyar Nafees portrait, April 2020', 'photographer': None}"
52161,297433,Jonny Bairstow,1989-09-26,,M,right-hand bat,right-arm medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304900/304906.jpg","{'id': 304906, 'url': '/db/PICTURES/CMS/304900/304906.jpg', 'slug': 'jonny-bairstow-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Jonny Bairstow portrait', 'objectId': 1224399, 'peerUrls': None, 'longCaption': 'Jonny Bairstow, June 2020', 'photographer': None}"
62733,465327,Innocent Kaia,1992-08-10,,M,right-hand bat,legbreak,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/345200/345222.4.jpg","{'id': 345222, 'url': '/db/PICTURES/CMS/345200/345222.4.jpg', 'slug': 'innocent-kaia-player-portrait-2022', 'width': 160, 'credit': 'Getty Images', 'height': 217, 'caption': 'Innocent Kaia, player portrait 2022', 'objectId': 1332084, 'peerUrls': None, 'longCaption': 'Innocent Kaia, player portrait 2022', 'photographer': 'Chris Hyde'}"
89097,959759,Finn Allen,1999-04-22,,M,right-hand bat,,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/271800/271806.jpg","{'id': 271806, 'url': '/db/PICTURES/CMS/271800/271806.jpg', 'slug': 'finn-allen-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Finn Allen portrait ', 'objectId': 1132197, 'peerUrls': None, 'longCaption': 'Finn Allen, January 8, 2018', 'photographer': None}"
109871,1274036,Joseph Marples,1991-07-30,,M,right-hand bat,,18.0,,
106213,1197880,Zeko Burgess,1994-08-14,,M,right-hand bat,right-arm medium,12.0,,
2146,25544,Johanne Samarasekera,1968-02-22,,M,right-hand bat,right-arm medium-fast,27.0,,
49282,235532,Cephas Zhuwao,1984-12-15,,M,left-hand bat,slow left-arm orthodox,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/94000/94000.1.jpg","{'id': 94000, 'url': '/db/PICTURES/CMS/94000/94000.1.jpg', 'slug': 'cephas-zhuwawo-scored-a-quick-16', 'width': 160, 'credit': 'ESPNcricinfo Ltd', 'height': 248, 'caption': 'Cephas Zhuwawo scored a quick 16', 'objectId': 369513, 'peerUrls': None, 'longCaption': 'Cephas Zhuwawo scored a quick 16, Zimbabwe Board XI v Pakistan Cricket Academy , 3rd one-dayer, Harare, September 9, 2008', 'photographer': None}"
1503,36180,Robert Anderson,1948-10-02,,M,right-hand bat,legbreak,5.0,,
10384,37737,Brendon McCullum,1981-09-27,,M,right-hand bat,right-arm medium,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303636.png","{'id': 303636, 'url': '/db/PICTURES/CMS/303600/303636.png', 'slug': 'brendon-mccullum-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Brendon McCullum portrait', 'objectId': 1222434, 'peerUrls': None, 'longCaption': 'Brendon McCullum, May 2020', 'photographer': None}"
2120,51469,Shivnarine Chanderpaul,1974-08-16,,M,left-hand bat,legbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203900/203965.1.jpg","{'id': 203965, 'url': '/db/PICTURES/CMS/203900/203965.1.jpg', 'slug': 'shiv-chanderpaul', 'width': 160, 'credit': 'Craig Cozier', 'height': 192, 'caption': 'Shiv Chanderpaul', 'objectId': 822073, 'peerUrls': None, 'longCaption': 'Shiv Chanderpaul', 'photographer': None}"
59806,403317,Iain Latin,1984-06-14,,M,right-hand bat,legbreak,18.0,,
52656,303669,Joe Root,1990-12-30,,M,right-hand bat,right-arm offbreak,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303900/303966.jpg","{'id': 303966, 'url': '/db/PICTURES/CMS/303900/303966.jpg', 'slug': 'joe-root-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Joe Root portrait', 'objectId': 1222868, 'peerUrls': None, 'longCaption': 'Joe Root, May 2020', 'photographer': None}"
2204,55906,Habibul Bashar,1972-08-17,,M,right-hand bat,right-arm offbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302900/302986.jpg","{'id': 302986, 'url': '/db/PICTURES/CMS/302900/302986.jpg', 'slug': 'habibul-bashar-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Habibul Bashar portrait', 'objectId': 1221365, 'peerUrls': None, 'longCaption': 'Habibul Bashar portrait, April 2020', 'photographer': None}"
47352,56025,Mahmudullah,1986-02-04,,M,right-hand bat,right-arm offbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263500/263581.jpg","{'id': 263581, 'url': '/db/PICTURES/CMS/263500/263581.jpg', 'slug': 'mahmudullah', 'width': 159, 'credit': 'Getty Images', 'height': 207, 'caption': 'Mahmudullah', 'objectId': 1099653, 'peerUrls': None, 'longCaption': None, 'photographer': None}"
47205,55412,Craig Ervine,1985-08-19,,M,left-hand bat,right-arm offbreak,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203300/203333.1.jpg","{'id': 203333, 'url': '/db/PICTURES/CMS/203300/203333.1.jpg', 'slug': 'craig-ervine', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Craig Ervine', 'objectId': 818739, 'peerUrls': None, 'longCaption': 'Craig Ervine', 'photographer': None}"
80639,823509,Glenn Phillips,1996-12-06,,M,right-hand bat,right-arm offbreak,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303500/303599.jpg","{'id': 303599, 'url': '/db/PICTURES/CMS/303500/303599.jpg', 'slug': 'glenn-phillips-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Glenn Phillips portrait', 'objectId': 1222373, 'peerUrls': None, 'longCaption': 'Glenn Phillips portrait, May 2020', 'photographer': None}"
10423,55608,Hamilton Masakadza,1983-08-09,,M,right-hand bat,right-arm medium,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203300/203311.1.jpg","{'id': 203311, 'url': '/db/PICTURES/CMS/203300/203311.1.jpg', 'slug': 'hamilton-masakadza', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Hamilton Masakadza', 'objectId': 818713, 'peerUrls': None, 'longCaption': 'Hamilton Masakadza', 'photographer': None}"
1444,37254,Geoff Howarth,1951-03-29,,M,right-hand bat,right-arm offbreak,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303700/303756.png","{'id': 303756, 'url': '/db/PICTURES/CMS/303700/303756.png', 'slug': 'geoff-howarth-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Geoff Howarth portrait', 'objectId': 1222581, 'peerUrls': None, 'longCaption': 'Geoff Howarth, May 2020', 'photographer': None}"
35647,37091,Peter Fulton,1979-02-01,,M,right-hand bat,right-arm medium,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303662.png","{'id': 303662, 'url': '/db/PICTURES/CMS/303600/303662.png', 'slug': 'peter-fulton-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Peter Fulton portrait', 'objectId': 1222460, 'peerUrls': None, 'longCaption': 'Peter Fulton, May 2020', 'photographer': None}"
1982,52337,Brian Lara,1969-05-02,,M,left-hand bat,legbreak googly,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/66100/66199.1.jpg","{'id': 66199, 'url': '/db/PICTURES/CMS/66100/66199.1.jpg', 'slug': 'brian-lara-profile', 'width': 160, 'credit': 'West Indies Cricket Board', 'height': 239, 'caption': 'Brian Lara profile', 'objectId': 259482, 'peerUrls': None, 'longCaption': 'Brian Charles Lara profile, September 12, 2006', 'photographer': None}"
65881,524219,Kayron J Stagno,1993-09-07,,M,right-hand bat,right-arm offbreak,18.0,,
47055,24598,Eoin Morgan,1986-09-10,,M,left-hand bat,right-arm medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303900/303947.jpg","{'id': 303947, 'url': '/db/PICTURES/CMS/303900/303947.jpg', 'slug': 'eoin-morgan-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Eoin Morgan portrait', 'objectId': 1222849, 'peerUrls': None, 'longCaption': 'Eoin Morgan, May 2020', 'photographer': None}"
10340,56074,Rajin Saleh,1983-11-20,,M,right-hand bat,right-arm offbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303200/303244.jpg","{'id': 303244, 'url': '/db/PICTURES/CMS/303200/303244.jpg', 'slug': 'rajin-saleh-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Rajin Saleh portrait', 'objectId': 1221738, 'peerUrls': None, 'longCaption': 'Rajin Saleh portrait, April 2020', 'photographer': None}"
114180,1347289,Armando Chuvale,2006-01-27,,M,right-hand bat,right-arm medium-fast,171.0,,
109779,1273407,Amoluk Singh,1975-06-23,,M,right-hand bat,right-arm offbreak,135.0,,
105,18007,Billy Newham,1860-12-12,1944-06-26,M,right-hand bat,,1.0,,
47986,56029,Mushfiqur Rahim,1987-05-09,,M,right-hand bat,,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303100/303148.jpg","{'id': 303148, 'url': '/db/PICTURES/CMS/303100/303148.jpg', 'slug': 'mushfiqur-rahim-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Mushfiqur Rahim portrait', 'objectId': 1221580, 'peerUrls': None, 'longCaption': 'Mushfiqur Rahim portrait, April 2020', 'photographer': None}"
51554,293831,Regis Chakabva,1987-09-20,,M,right-hand bat,right-arm offbreak,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/128500/128565.1.jpg","{'id': 128565, 'url': '/db/PICTURES/CMS/128500/128565.1.jpg', 'slug': 'regis-chakabva', 'width': 160, 'credit': 'Getty Images', 'height': 198, 'caption': 'Regis Chakabva', 'objectId': 501714, 'peerUrls': None, 'longCaption': 'Regis Chakabva portrait, World Cup 2011, February 11, 2011', 'photographer': None}"
58772,381743,Daryl Mitchell,1991-05-20,,M,right-hand bat,right-arm medium,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303500/303598.jpg","{'id': 303598, 'url': '/db/PICTURES/CMS/303500/303598.jpg', 'slug': 'daryl-mitchell-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Daryl Mitchell portrait', 'objectId': 1222372, 'peerUrls': None, 'longCaption': 'Daryl Mitchell portrait, May 2020', 'photographer': None}"
45253,55814,Brendan Taylor,1986-02-06,,M,right-hand bat,right-arm offbreak,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203300/203325.1.jpg","{'id': 203325, 'url': '/db/PICTURES/CMS/203300/203325.1.jpg', 'slug': 'brendan-taylor', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Brendan Taylor', 'objectId': 818729, 'peerUrls': None, 'longCaption': 'Brendan Taylor', 'photographer': None}"
1566,36951,Bruce Edgar,1956-11-23,,M,left-hand bat,right-arm bowler,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303700/303745.png","{'id': 303745, 'url': '/db/PICTURES/CMS/303700/303745.png', 'slug': 'bruce-edgar-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Bruce Edgar portrait', 'objectId': 1222569, 'peerUrls': None, 'longCaption': 'Bruce Edgar, May 2020', 'photographer': None}"
9570,38407,Scott Styris,1975-07-10,,M,right-hand bat,right-arm medium,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303668.png","{'id': 303668, 'url': '/db/PICTURES/CMS/303600/303668.png', 'slug': 'scott-styris-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Scott Styris portrait', 'objectId': 1222466, 'peerUrls': None, 'longCaption': 'Scott Styris, May 2020', 'photographer': None}"
1873,52066,Carl Hooper,1966-12-15,,M,right-hand bat,right-arm offbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/314200/314235.png","{'id': 314235, 'url': '/db/PICTURES/CMS/314200/314235.png', 'slug': 'carl-hooper-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Carl Hooper portrait', 'objectId': 1245315, 'peerUrls': None, 'longCaption': 'Carl Hooper portrait, December 2020', 'photographer': None}"
103389,1156724,James Fitzgerald,1999-04-10,,M,right-hand bat,right-arm medium-fast,18.0,,
53320,311158,Ben Stokes,1991-06-04,,M,left-hand bat,right-arm fast-medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/305000/305019.jpg","{'id': 305019, 'url': '/db/PICTURES/CMS/305000/305019.jpg', 'slug': 'ben-stokes-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Ben Stokes portrait', 'objectId': 1224532, 'peerUrls': None, 'longCaption': 'Ben Stokes, June 2020', 'photographer': None}"
24667,55988,Mohammad Ashraful,1984-07-07,,M,right-hand bat,right-arm offbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303100/303143.jpg","{'id': 303143, 'url': '/db/PICTURES/CMS/303100/303143.jpg', 'slug': 'mohammad-ashraful-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Mohammad Ashraful portrait', 'objectId': 1221575, 'peerUrls': None, 'longCaption': 'Mohammad Ashraful portrait, April 2020', 'photographer': None}"
48277,56143,Shakib Al Hasan,1987-03-24,,M,left-hand bat,slow left-arm orthodox,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303100/303157.jpg","{'id': 303157, 'url': '/db/PICTURES/CMS/303100/303157.jpg', 'slug': 'shakib-al-hasan-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Shakib Al Hasan portrait', 'objectId': 1221590, 'peerUrls': None, 'longCaption': 'Shakib Al Hasan portrait, April 2020', 'photographer': None}"
2232,45789,Jacques Kallis,1975-10-16,,M,right-hand bat,right-arm fast-medium,3.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203100/203133.1.jpg","{'id': 203133, 'url': '/db/PICTURES/CMS/203100/203133.1.jpg', 'slug': 'jacques-kallis', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Jacques Kallis', 'objectId': 818335, 'peerUrls': None, 'longCaption': 'Jacques Kallis', 'photographer': None}"
44930,38699,Ross Taylor,1984-03-08,,M,right-hand bat,right-arm offbreak,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303667.png","{'id': 303667, 'url': '/db/PICTURES/CMS/303600/303667.png', 'slug': 'ross-taylor-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Ross Taylor portrait', 'objectId': 1222465, 'peerUrls': None, 'longCaption': 'Ross Taylor, May 2020', 'photographer': None}"
2131,52059,Roland Holder,1967-12-22,,M,right-hand bat,right-arm medium,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/200/226.1.jpg","{'id': 226, 'url': '/db/PICTURES/CMS/200/226.1.jpg', 'slug': 'roland-holder', 'width': 160, 'credit': 'ESPNcricinfo Ltd', 'height': 200, 'caption': 'Roland Holder', 'objectId': 156384, 'peerUrls': None, 'longCaption': 'Roland Holder, April 8, 1998', 'photographer': None}"
55830,338535,Jonathan West,1981-05-16,,M,right-hand bat,right-arm medium,18.0,,
53271,308967,Jos Buttler,1990-09-08,,M,right-hand bat,,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303900/303969.jpg","{'id': 303969, 'url': '/db/PICTURES/CMS/303900/303969.jpg', 'slug': 'jos-buttler-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Jos Buttler portrait', 'objectId': 1222871, 'peerUrls': None, 'longCaption': 'Jos Buttler, May 2020', 'photographer': None}"
45558,56266,Aftab Ahmed,1985-11-10,,M,right-hand bat,right-arm medium,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202800/202855.1.jpg","{'id': 202855, 'url': '/db/PICTURES/CMS/202800/202855.1.jpg', 'slug': 'aftab-ahmed-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Aftab Ahmed player portrait', 'objectId': 817733, 'peerUrls': None, 'longCaption': 'Aftab Ahmed player portrait', 'photographer': None}"
58220,373538,Sabbir Rahman,1991-11-22,,M,right-hand bat,legbreak,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303200/303247.jpg","{'id': 303247, 'url': '/db/PICTURES/CMS/303200/303247.jpg', 'slug': 'sabbir-rahman-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Sabbir Rahman portrait', 'objectId': 1221741, 'peerUrls': None, 'longCaption': 'Sabbir Rahman portrait, April 2020', 'photographer': None}"
96949,1089929,Ayo Mene-Ejegi,1990-12-07,,M,right-hand bat,right-arm medium,5615.0,,
2159,22403,Craig White,1969-12-16,,M,right-hand bat,right-arm fast-medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304300/304382.jpg","{'id': 304382, 'url': '/db/PICTURES/CMS/304300/304382.jpg', 'slug': 'craig-white-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Craig White portrait', 'objectId': 1223589, 'peerUrls': None, 'longCaption': 'Craig White, May 2020', 'photographer': None}"
1987,49125,Chandika Hathurusinghe,1968-09-13,,M,right-hand bat,right-arm medium-fast,8.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304900/304918.jpg","{'id': 304918, 'url': '/db/PICTURES/CMS/304900/304918.jpg', 'slug': 'chandika-hathurusingha-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Chandika Hathurusingha portrait', 'objectId': 1224415, 'peerUrls': None, 'longCaption': 'Chandika Hathurusingha, June 2020', 'photographer': None}"
9989,38062,Jacob Oram,1978-07-28,,M,left-hand bat,right-arm fast-medium,5.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303646.png","{'id': 303646, 'url': '/db/PICTURES/CMS/303600/303646.png', 'slug': 'jacob-oram-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Jacob Oram portrait', 'objectId': 1222444, 'peerUrls': None, 'longCaption': 'Jacob Oram, May 2020', 'photographer': None}"
2070,52442,Junior Murray,1968-01-20,,M,right-hand bat,,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304000/304094.jpg","{'id': 304094, 'url': '/db/PICTURES/CMS/304000/304094.jpg', 'slug': 'junior-murray-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Junior Murray portrait', 'objectId': 1223087, 'peerUrls': None, 'longCaption': 'Junior Murray portrait, May 2020', 'photographer': None}"
106746,1204627,Kenroy Nestor,1988-09-08,,M,right-hand bat,right-arm fast,18.0,,
46597,8917,Moeen Ali,1987-06-18,,M,left-hand bat,right-arm offbreak,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/289600/289661.1.jpg","{'id': 289661, 'url': '/db/PICTURES/CMS/289600/289661.1.jpg', 'slug': 'moeen-ali-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 196, 'caption': 'Moeen Ali player portrait', 'objectId': 1185617, 'peerUrls': None, 'longCaption': 'Moeen Ali player portrait', 'photographer': None}"
2201,55954,Khaled Mashud,1976-02-08,,M,right-hand bat,,25.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302900/302994.jpg","{'id': 302994, 'url': '/db/PICTURES/CMS/302900/302994.jpg', 'slug': 'khaled-mashud-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Khaled Mashud portrait', 'objectId': 1221377, 'peerUrls': None, 'longCaption': 'Khaled Mashud portrait, April 2020', 'photographer': None}"
